番号,4023
名前,"교지"의 정점　레디오 로제스
呼び名,레디오 로제스
 
;BASE
基礎,0,2600;체력
基礎,1,3000;기력
基礎,2,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족
;Talent
素質,0,1;	처녀
素質,2,1;	성별
素質,11,-1;	素直
素質,14,1;	ツンデレ
素質,21,1;	무관심
素質,22,1;	感情乏しい
素質,23,-1;	保守的
素質,25,1;	일선넘지않음
素質,33,-1;	恥薄い
素質,40,-1;	痛みに強い
素質,41,1;	濡れやすい
素質,50,1;	習得早い
素質,55,1;	조합지식
素質,56,1;	약독내성
素質,57,1;	おもらし癖
素質,70,1;	쾌감に素直
素質,86,1;	小悪魔
素質,92,1;	매력
素質,100,0;	並体格
素質,102,1;	Ｖ敏感
素質,105,1;	Ｍ敏感
素質,116,1;	용모端麗
素質,117,-1;学生
素質,121,-2;絶壁
素質,122,1;	太腿
素質,127,2;悪魔の날개
素質,130,1;	回復早い
素質,140,1;	외부자
素質,123,1;	角
素質,190,4;	물속성
素質,191,10;천사족
;ABL
能力,41,4;화술기능
能力,42,5;身体能力
能力,43,5;教養
;EXP
経験,71,40;会話経験
経験,73,50;被写経験
経験,74,50;運動経験
経験,75,50;学習経験
;FLAG
フラグ,7,207;服装
フラグ,311,100;開始位置(これは変えない)

CSTR,등장작품,Duel Masters

