番号,4092
名前,엠페러 키리코
呼び名,키리코

;BASE
基礎,0,3000 ;체력、攻撃力
基礎,1,2500 ;기력、守備力
基礎,5,1500 ;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足

;基本的には0または未記入で未所持、1で所持
;邪魔な部分は消してしまって構わない（女性캐릭터クターの동정など）

;Talent
素質,0,1    ;처녀（1= 처녀 2=再生처녀）
素質,2,1    ;성별,(1=女性器 2=男性器 3=ふたなり)
素質,7,1    ;키스미경험
素質,12,-1   ;반응（-1=大人しい 1=生意気）
素質,22,1   ;感情乏しい
素質,23,0   ;성적흥미（-1=保守的 1=好奇心）
素質,33,-1   ;수치심（-1=恥薄い 1=恥じらい）
素質,40,-1   ;통각（-1=痛みに強い 1=痛みに弱い）
素質,41,-1   ;젖기쉬움정도（-1=濡れにくい 1=濡れやすい）
素質,50,1   ;習得（-1=習得遅い 1=習得早い）
素質,56,1   ;약독내성
素質,100,-1  ;체형（-3=小人 -2=幼児체형 -1=小柄체형 1=長身（モデル体系イメージ） 2=大柄 3=巨人）
素質,116,0  ;용모（-1=醜悪 1=용모端麗）
素質,117,-2 ;연령（-2=子供 -1=学生 0=若者 1=大人 2=熟年）
素質,121,0  ;가슴사이즈（-3=虚胸 -2=絶壁 -1=貧乳 0=並乳 1=巨乳 2=爆乳 3=ウシ乳）
素質,122,1  ;太ももサイズ（-1=細腿 0=並 1=太腿 2=肉厚腿 3=太ッ腿）
素質,125,1  ;특수体質（-2=エネルギー体 -1=슬라임体 1=硬質体 2=霊体）
素質,140,1  ;외부자、他コラボ用
素質,144,1  ;禁断の知識
素質,190,4  ;속성（1=光 2=闇 3=地 4=水 5=炎 6=風 7=神）
素質,191,5  ;종족
            ;1=마법사족   2=드래곤족    3=언데드족
            ;4=전사족       5=기계족        6=야수족
            ;7=비행야수족       8=비늘야수족        9=악마족
            ;10=천사족      11=곤충족       12=원소정령족
            ;13=식물족      14=사이킥족 15=사이버스족
            ;16=바다생물족      17=미확인족	    18=
            ;19=            20=환신야수족

;ABL
能力,0,0    ;Ｃ감각
能力,1,0    ;Ｖ감각
能力,2,0    ;Ａ감각
能力,3,0    ;Ｂ감각
能力,4,0    ;Ｍ감각
能力,9,0    ;친밀
能力,10,0   ;순종
能力,11,0   ;욕망
能力,12,1   ;技巧
能力,13,2   ;봉사정신
能力,14,0   ;노출壁
能力,15,0   ;マゾっ気
能力,16,2   ;새드っ気
能力,17,0   ;레즈っ気
能力,18,0   ;호모っ気
能力,40,0   ;清掃技能
能力,41,0   ;화술기능
能力,42,0   ;身体能力
能力,43,5   ;教養
能力,44,0   ;料理技能

;EXP

;FLAG
フラグ,7,128;服装
フラグ,311,100;開始位置(これは変えない)

CSTR,등장작품,Duel Masters

