番号,2701
名前,쿠로다 츠키코
呼び名,츠키코
;ライト月子(最強カードバトル及びストラクチャーズ)
;くろだつきこ
;BASE
;神光の宣告者
基礎,0,1800 ;체력、攻撃力
基礎,1,2800 ;기력、守備力
基礎,5,1500 ;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족

;基本的には0 또는 未記入で未所持、1で所持
;邪魔な部分は消してしまって構わない（女性캐릭터クターの동정など）

;Talent
素質,0,1    ;처녀（1= 처녀 2=再生처녀）
素質,2,1    ;성별,(1=女性器 2=男性器 3=ふたなり)
素質,7,1    ;키스미경험
素質,10,1   ;배짱（-1=臆病 1=気丈）
素質,11,1   ;태도（-1=素直 1=反抗的）
素質,13,1   ;프라이드（-1=프라이드低い 1=프라이드高い）
素質,24,-1   ;陽気／陰気（-1=陰気 1=陽気）
素質,29,1   ;依存体質
素質,33,1   ;수치심（-1=恥薄い 1=恥じらい）
素質,40,1   ;통각（-1=痛みに強い 1=痛みに弱い）
素質,50,1   ;習得（-1=習得遅い 1=習得早い）
素質,60,1   ;자위しやすい
素質,61,-2  ;악취내성（-2=潔癖症 -1=汚臭敏感 1=汚臭鈍感 2=汚れ無視）
素質,62,1   ;헌신적
素質,80,1   ;도착적、SM系조교の효과가 高い
素質,101,1  ;Ｃ감도（-1=鈍感 1=敏感）
素質,105,1  ;Ｍ감도
素質,117,-1 ;연령（-2=子供 -1=学生 0=若者 1=大人 2=熟年）
素質,131,1  ;듀얼리스트、人間用
素質,195,1;所属（1=アカデミア 2=その他の学校）

;ABL
能力,0,1    ;Ｃ감각
能力,3,1    ;Ｂ감각
能力,9,2    ;친밀
能力,11,2   ;욕망
能力,12,1   ;기교
能力,13,1   ;봉사精神
能力,40,2   ;清掃技能
能力,41,1   ;화술기능
能力,43,2   ;교양

;EXP
経験,22,10   ;자위経験
経験,70,20   ;清掃経験
経験,71,10   ;会話経験
経験,75,10   ;学習経験

;FLAG
フラグ,7,227;服装
フラグ,311,100;開始位置,これは変えない

