番号,4082,
名前,용패 글렌타렛
呼び名,포탑

;BASE
基礎,0,1900;体力
基礎,1,2800;気力
基礎,5,1500;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足

;Talent
素質,0,1;処女
素質,2,2;성별
素質,7,1;キス未経験
素質,10,-1;臆病
素質,11,1;素直
素質,12,-1;大人しい
素質,23,1;好奇心
素質,30,1;習得
素質,36,1;男の娘
素質,50,1;習得
素質,51,1;器用な指
素質,62,1;献身的
素質,70,1;快感に素直
素質,71,1;中毒しやすい
素質,81,-1;両刀
素質,105,1;Ｍ感度
素質,122,1;太ももサイズ
素質,117,-1;年齢
素質,140,1;外部者

素質,190,5;화염속성
素質,191,4;전사족

;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,1;親密
能力,10,0;従順
能力,11,2;欲望
能力,12,1;技巧
能力,13,0;奉仕精神
能力,14,0;露出壁
能力,15,0;マゾっ気
能力,16,0;サドっ気
能力,17,0;レズっ気
能力,40,0;清掃技能
能力,41,0;話術技能
能力,42,3;身体能力
能力,43,0;教養
能力,44,0;料理技能
;EXP
;FLAG
フラグ,7,251;服装
フラグ,311,100;開始位置(これは変えない)

CSTR,등장작품,Duel Masters
