番号,8004
名前,거대전함 빅 코어 Mk-E.R.A
呼び名,빅 코어

;BASE
基礎,0,4000 ;体力、攻撃力
基礎,1,3000 ;気力、守備力
基礎,5,1500 ;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足

;基本的には0または未記入で未所持、1で所持
;邪魔な部分は消してしまって構わない（女性캐릭터クターの童貞など）

;Talent
素質,0,1    ;処女（1= 処女 2=再生処女）
素質,2,1    ;성별,(1=女性器 2=男性器 3=ふたなり)
素質,7,1    ;キス未経験
素質,11,-1   ;態度（-1=素直 1=反抗的）
素質,14,-1   ;ツン／デレ（-1=デレデレ 1=ツンデレ）
素質,23,1   ;性的興味（-1=保守的 1=好奇心）
素質,26,1   ;自己顕示欲（-1=引っ込み思案 1=目立ちたがり）
素質,30,-1   ;貞操（-1=貞操無頓着 1=貞操観念）
素質,31,1   ;自己愛（-1=抑圧、コマンドを実行しにくい 1=解放、マゾっ気が上げやすい）
素質,32,0   ;抵抗
素質,33,-1   ;羞恥心（-1=恥薄い 1=恥じらい）
素質,35,1   ;捕食者
素質,40,-1   ;痛覚（-1=痛みに強い 1=痛みに弱い）
素質,41,1   ;濡れやすさ（-1=濡れにくい 1=濡れやすい）
素質,50,1   ;習得（-1=習得遅い 1=習得早い）
素質,51,1   ;器用な指
素質,52,1   ;혀使い
素質,55,1   ;調合知識
素質,61,2   ;汚臭耐性（-2=潔癖症 -1=汚臭敏感 1=汚臭鈍感 2=汚れ無視）
素質,62,1   ;献身的
素質,70,1   ;快感応答（-1=快感の否定 1=快感に素直）
素質,71,1   ;中毒しやすい
素質,72,1   ;即堕ち（1=即堕ち 2=雑魚雌）
素質,80,1   ;倒錯的、SM系조교の효과が高い
素質,81,-1   ;성별嗜好（-1=両刀 1= 男嫌い 2=女嫌い 3=人間不信）
素質,93,1   ;魅惑
素質,100,-1  ;体型（-3=小人 -2=幼児体型 -1=小柄体型 1=長身（モデル体系イメージ） 2=大柄 3=巨人）
素質,101,1  ;Ｃ感度（-1=鈍感 1=敏感）
素質,102,1  ;Ｖ感度
素質,103,1  ;Ａ感度
素質,104,1  ;Ｂ感度
素質,105,1  ;Ｍ感度
素質,117,0  ;年齢（-2=子供 -1=学生 0=若者 1=大人 2=熟年）
素質,120,0  ;体太さ（1=太り気味 2=むちむち 3=むっちり❤ 4=ぽってり 5=運動しろ）
素質,121,1  ;バストサイズ（-3=虚胸 -2=絶壁 -1=貧乳 0=並乳 1=巨乳 2=爆乳 3=ウシ乳）
素質,122,0  ;太ももサイズ（-1=細腿 0=並 1=太腿 2=肉厚腿 3=太ッ腿）
素質,133,1  ;日光浴
素質,141,1  ;狂気
素質,144,1  ;禁断の知識
素質,190,2  ;속성（1=光 2=闇 3=地 4=水 5=炎 6=風 7=神）
素質,191,5  ;종족
            ;1=마법사족   2=드래곤족    3=언데드족
            ;4=전사족       5=기계족        6=야수족
            ;7=비행야수족       8=비늘야수족        9=악마족
            ;10=천사족      11=곤충족       12=원소정령족
            ;13=식물족      14=사이킥족 15=사이버스족
            ;16=바다생물족      17=미확인족	    18=
            ;19=            20=환신야수족

;ABL
能力,0,4    ;Ｃ감각
能力,1,4    ;Ｖ감각
能力,2,4    ;Ａ감각
能力,3,4    ;Ｂ감각
能力,4,4    ;Ｍ감각
能力,9,6    ;親密
能力,10,6   ;従順
能力,11,6   ;欲望
能力,12,2   ;技巧
能力,13,4   ;奉仕精神
能力,14,0   ;露出壁
能力,15,0   ;マゾっ気
能力,16,0   ;サドっ気
能力,17,0   ;レズっ気
能力,18,0   ;ホモっ気
能力,40,0   ;清掃技能
能力,41,0   ;話術技能
能力,42,4   ;身体能力
能力,43,0   ;教養
能力,44,0   ;料理技能

;EXP
経験,0,0    ;Ｃ経験
経験,1,0    ;Ｖ経験
経験,2,0    ;Ａ経験
経験,3,0    ;Ｂ経験
経験,4,0    ;Ｍ経験

;FLAG
フラグ,7,228;服装
フラグ,311,100;開始位置,これは変えない
