番号,2372
名前,참주의 프랙트크라임
呼び名,프랙트크라임
 
;BASE
基礎,0,2500;체력
基礎,1,1500;기력
基礎,2,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족
;Talent
素質,0,1;처녀
素質,2,1;성별
素質,11,-1;태도
素質,24,1;陽気／陰気
素質,32,1;저항
素質,54,1;猫혀
素質,61,1;악취내성
素質,70,1;쾌감반응
素質,81,-1;성별嗜好
素質,86,1;소악마
素質,92,1;매력
素質,104,1;Ｂ감도
素質,108,1;褐色肌
素質,117,-1;연령
素質,136,1;고무
素質,140,1;외부자
素質,190,6;속성
素質,191,14;종족
;ABL
能力,17,2;레즈っ気
能力,42,7;身体能力
能力,43,2;교양
能力,51,5;혀
;EXP
経験,0,10;Ｃ経験
経験,3,10;Ｂ経験
経験,4,10;Ｍ経験
経験,5,10;Ｃ절정経験
経験,8,20;Ｂ절정経験
経験,10,30;절정経験
経験,13,10;放尿経験
経験,41,2;화술기능
経験,51,10;레즈経験
経験,71,30;会話経験
経験,74,10;運動経験
;FLAG
フラグ,7,101;服装
フラグ,311,100;開始位置
CSTR,등장작품,Rush Duel

