番号,2335,
名前,핸디 걸
呼び名,핸디 걸,
;BASE
基礎,0,1800;체력
基礎,1,1200;기력
基礎,5,1500;사정
基礎,10,1500;무드
基礎,11,1000;이성
基礎,12,1000;분노
基礎,13,1000;만족
;Talent
素質,0,1;처녀
素質,2,1;성별
素質,7,1;키스미경험
素質,14,-1;デレデレ
素質,23,1;성적흥미
素質,26,1;目立ちたがり
素質,27,1;무지
素質,31,1;자기애
素質,41,1;濡れやすい
素質,50,1;習得
素質,70,1;쾌감반응
素質,100,0;체형
素質,117,-2;연령
素質,121,-1;가슴사이즈
素質,136,1;고무
素質,190,6;風
素質,191,17;미확인족

;ABL
能力,0,1;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,1;B감각
能力,9,3;친밀
能力,10,2;순종
能力,11,2;욕망
能力,12,0;기교
能力,13,0;봉사정신
能力,14,2;노출壁
能力,15,0;マゾ끼
能力,16,0;새드끼
能力,17,0;레즈끼
能力,40,0;清掃技能
能力,41,0;화술기능
能力,42,0;신체능력
能力,43,0;교양
能力,44,0;요리기능
;EXP
経験,8,1;B절정経験
経験,22,1;자위経験
;FLAG
フラグ,7,404;服装
フラグ,311,100;開始位置(これは変えない)
