番号,1191
名前,트윙클 리틀스타
呼び名,리틀스타

;BASE
基礎,0,1000 ;体力、攻撃力
基礎,1,1000 ;気力、守備力
基礎,5,1500 ;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足

;基本的には0 또는 未記入で未所持、1で所持
;邪魔な部分は消してしまって構わない（女性캐릭터クターの童貞など）

;Talent
素質,0,1    ;처녀（1= 처녀 2=再生처녀）
素質,2,1    ;성별,(1=女性器 2=男性器 3=ふたなり)
素質,7,1    ;키스미경험
素質,10,1   ;배짱（-1=臆病 1=気丈）
素質,11,-1   ;態度（-1=素直 1=反抗的）
素質,13,1   ;プライド（-1=プライド低い 1=プライド高い）
素質,26,1   ;自己顕示欲（-1=引っ込み思案 1=目立ちたがり）
素質,27,1   ;無知
素質,30,-1   ;貞操（-1=貞操無頓着 1=貞操観念）
素質,31,1   ;自己愛（-1=抑圧、コマンドを実行しにくい 1=解放、マゾっ気が上げやすい）
素質,33,-1   ;수치심（-1=恥薄い 1=恥じらい）
素質,50,1   ;習得（-1=習得遅い 1=習得早い）
素質,70,1   ;快感応答（-1=快感の否定 1=快感に素直）
素質,86,1   ;小悪魔
素質,92,1   ;魅力
素質,100,-2  ;体型（-3=小人 -2=幼児体型 -1=小柄体型 1=長身（モデル体系イメージ） 2=大柄 3=巨人）
素質,108,1  ;褐色肌
素質,117,-2  ;年齢（-2=子供 -1=学生 0=若者 1=大人 2=熟年）
素質,121,-2  ;バストサイズ（-3=虚가슴 -2=絶壁 -1=貧乳 0=並乳 1=巨乳 2=爆乳 3=ウシ乳）
素質,122,-1  ;太ももサイズ（-1=細腿 0=並 1=太腿 2=肉厚腿 3=太ッ腿）
素質,134,1  ;月光浴
素質,150,1  ;幼児／幼児退行
素質,190,2  ;속성（1=光 2=闇 3=地 4=水 5=炎 6=風 7=神）
素質,191,9  ;종족
            ;1=마법사족   2=드래곤족    3=언데드족
            ;4=전사족       5=기계족        6=야수족
            ;7=비행야수족       8=비늘야수족        9=악마족
            ;10=천사족      11=곤충족       12=원소정령족
            ;13=식물족      14=사이킥족 15=사이버스족
            ;16=바다생물족      17=미확인족	    18=
            ;19=            20=환신야수족

;ABL
能力,9,1    ;親密
能力,10,2   ;従順
能力,11,2   ;욕망
能力,12,1   ;技巧
能力,13,0   ;奉仕精神
能力,41,1   ;話術技能
能力,42,1   ;身体能力
能力,43,1   ;教養

;EXP
経験,73,5   ;被写経験
経験,74,10   ;運動経験

;FLAG
フラグ,7,220;服装
フラグ,311,100;開始位置,これは変えない




