番号,2172,
名前,말리스 <P> 체셔 캣,
呼び名,체셔 캣,
;BASE
基礎,0,1500;体力
基礎,1,300;気力
基礎,5,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足
;Talent
素質,0,1;처녀
素質,2,1;성별
素質,7,1;키스미경험
素質,12,1;生意気
素質,23,1;好奇心
素質,24,-1;陰気
素質,26,1;目立ちたがり
素質,50,1;習得早い
素質,51,1;器用な指
素質,54,1;猫혀
素質,100,0;体型
素質,116,1;容姿端麗
素質,117,0;若者
素質,121,0;가슴사이즈
素質,124,1;動物耳
素質,144,1;禁断の知識
素質,87,1;メスガキ
素質,190,2;闇
素質,191,15;사이버스

;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,0;친밀
能力,10,0;従順
能力,11,0;욕망
能力,12,0;기교
能力,13,0;奉仕精神
能力,14,0;노출증
能力,15,0;마조っ気
能力,16,0;새드っ気
能力,17,0;레즈っ気
能力,40,0;清掃技能
能力,41,0;話術技能
能力,42,0;身体能力
能力,43,2;교양
能力,44,0;料理技能
;EXP
;FLAG
フラグ,7,231;服装
フラグ,311,100;開始位置(これは変えない)
