番号,1870,
名前,성배를 받드는 무녀 이브
呼び名,이브,
;BASE
基礎,0,1800;体力
基礎,1,2100;気力
基礎,5,1500;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足
;Talent
素質,0,1;処女
素質,2,1;성별
素質,7,1;キス未経験
素質,11,-1;態度
素質,12,-1;応答
素質,117,-1;年齢
素質,23,1;好奇心
素質,25,1;一線超えない
素質,31,-1;自己愛
素質,32,1;抵抗
素質,40,-1;痛みに強い
素質,50,1;習得
素質,70,-1;快感応答
素質,100,0;体型
素質,121,-3;バストサイズ
素質,130,-1;回復遅い
素質,145,1;人気
素質,190,4;水
素質,191,1;마법使い
;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,3;親密
能力,10,2;従順
能力,11,0;欲望
能力,12,1;技巧
能力,13,1;奉仕精神
能力,14,0;露出壁
能力,15,0;マゾっ気
能力,16,0;サドっ気
能力,17,0;レズっ気
能力,40,0;清掃技能
能力,41,2;話術技能
能力,42,2;身体能力
能力,43,2;教養
能力,44,2;料理技能
;EXP
経験,22,1;自慰経験
;FLAG
フラグ,7,151;服装
フラグ,311,100;開始位置(これは変えない)
