番号,1401
名前,라이트로드 소환사 루미나스
呼び名,루미나스

;BASE
基礎,0,1000 ;체력、攻撃力
基礎,1,1000 ;기력、守備力
基礎,5,1500 ;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족

;基本的には0 또는 未記入で未所持、1で所持
;邪魔な部分は消してしまって構わない（女性캐릭터クターの童貞など）

;Talent
素質,0,1    ;처녀（1= 처녀 2=再生처녀）
素質,2,1    ;성별,(1=女性器 2=男性器 3=ふたなり)
素質,7,1    ;키스미경험
素質,10,1   ;배짱（-1=臆病 1=気丈）
素質,20,1   ;自制心
素質,23,-1  ;性的興味（-1=保守的 1=好奇心）
素質,25,1   ;一線越えない
素質,30,1   ;정조（-1=정조無頓着 1=정조観念）
素質,40,-1  ;痛覚（-1=痛みに強い 1=痛みに弱い）
素質,41,0   ;濡れやすさ（-1=濡れにくい 1=濡れやすい）
素質,62,1   ;献身的
素質,70,-1  ;快感応答（-1=快感の否定 1=快感に素直）
素質,100,0  ;体型（-3=小人 -2=幼児体型 -1=小柄体型 1=長身（モデル体系イメージ） 2=大柄 3=巨人）
素質,101,1  ;Ｃ감도（-1=鈍感 1=敏感）
素質,105,1  ;Ｍ감도
素質,106,1  ;筋肉質
素質,108,1  ;褐色肌
素質,117,1  ;연령（-2=子供 -1=学生 0=若者 1=大人 2=熟年）
素質,121,0  ;가슴사이즈（-3=虚가슴 -2=絶壁 -1=貧乳 0=並乳 1=巨乳 2=爆乳 3=ウシ乳）
素質,190,1  ;속성（1=光 2=闇 3=地 4=水 5=炎 6=風 7=神）
素質,191,1  ;종족
            ;1=마법사족   2=드래곤족    3=언데드족
            ;4=전사족       5=기계족        6=야수족
            ;7=비행야수족       8=비늘야수족        9=악마족
            ;10=천사족      11=곤충족       12=원소정령족
            ;13=식물족      14=사이킥족 15=사이버스족
            ;16=바다생물족      17=미확인족	    18=
            ;19=            20=환신야수족

;ABL
能力,9,1    ;친밀
能力,10,1   ;従順
能力,13,1   ;봉사精神
能力,40,1   ;清掃技能
能力,41,2   ;話術技能
能力,43,3   ;교양

;EXP
経験,70,10   ;清掃経験
経験,71,20   ;会話経験
経験,75,50   ;学習経験

;FLAG
フラグ,7,135;服装
フラグ,311,100;開始位置,これは変えない

