番号,4643,
名前,사죠 타카네,
呼び名,타카네,
;BASE
基礎,0,1500;体力
基礎,1,1500;気力
基礎,5,1500;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足
;Talent
素質,0,1;処女
素質,2,1;성별
素質,7,1;キス未経験
素質,10,1;気丈
素質,12,-1;大人しい
素質,13,1;プライド高い
素質,23,-1;保守的
素質,30,1;貞操観念
素質,41,1;濡れやすい
素質,50,-1;習得遅い
素質,61,-1;汚臭敏感
素質,71,1;中毒しやすい
素質,93,1;魅惑
素質,100,1;長身
素質,103,1;Ａ敏感
素質,117,-1;年齢
素質,121,0;普乳(計算式にあてはめたらこうなった)
素質,128,0;普尻(計算式にあてはめたらこうなった)(しゲタ履かせてる)
素質,140,2;外部者（カード作品外）
素質,190,1;光
素質,191,10;천사족
;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,0;親密
能力,10,0;従順
能力,11,0;욕망
能力,12,0;技巧
能力,13,0;奉仕精神
能力,14,0;露出壁
能力,15,0;マゾっ気
能力,16,0;サドっ気
能力,17,0;レズっ気
能力,40,0;清掃技能
能力,41,0;話術技能
能力,42,0;身体能力
能力,43,0;教養
能力,44,0;料理技能
;EXP
;FLAG
フラグ,7,119;服装
フラグ,420,16900;身長初期値
フラグ,402,9000;胸初期値
フラグ,421,6200;ウェスト初期値
フラグ,403,9200;尻初期値
フラグ,311,100;開始位置(これは変えない)

CSTR,등장작품,アイドルマスター

