番号,2586,
名前,아타치 미미
呼び名,미미,
;逆玉の神다이안 켓
;BASE
基礎,0,2500;체력
基礎,1,1000;기력
基礎,5,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족
;Talent
素質,2,1;성별
素質,10,1;気丈
素質,13,1;프라이드
素質,117,2;연령
素質,20,1;自制心
素質,23,1;性的興味
素質,25,1;一線超えない
素質,30,1;정조
素質,33,-1;수치심
素質,52,1;혀使い
素質,61,-1;汚臭耐性
素質,62,1;헌신적
素質,93,1;魅惑
素質,100,-2;体型
素質,102,1;V감도
素質,121,-1;가슴사이즈
素質,136,1;鼓舞
素質,140,1;外部者
素質,131,1;듀얼리스트
素質,155,1;母性
;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,2;친밀
能力,10,2;従順
能力,11,1;욕망
能力,12,2;기교
能力,13,0;봉사精神
能力,14,0;노출증
能力,15,0;마조っ気
能力,16,0;새드っ気
能力,17,0;레즈っ気
能力,40,0;清掃技能
能力,41,0;話術技能
能力,42,1;身体能力
能力,43,3;교양
能力,44,3;料理技能
;EXP
;FLAG
フラグ,7,178;服装
フラグ,311,100;開始位置(これは変えない)
CSTR,등장작품,Rush Duel
