番号,4541
名前,환성기사 모드레드
呼び名,모드레드
 
;BASE
基礎,체력,1700;体力
基礎,기력,1000;気力
基礎,사정,10000;射精
基礎,발기,1500;勃起
基礎,무드,1500;ムード
基礎,이성,1000;理性
基礎,분노,1000;怒り
基礎,만족,1000;満足
;Talent
素質,처녀,1;処女
素質,성별,1;女性
素質,키스미경험,1;キス未経験
素質,배짱,1;気丈
素質,태도,1;反抗的
素質,반응,1;生意気
素質,프라이드,1;プライド高い
素質,츤／데레,1;ツンデレ
素質,일선넘지않음,1;一線越えない
素質,저항,1;抵抗
素質,수치심,1;恥じらい
素質,통각,-1;痛みに強い
素質,젖기쉬움정도,-1;濡れにくい
素質,습득속도,1;習得早い
素質,약독내성,1;薬毒耐性
素質,악취내성,-1;汚臭敏感
素質,쾌감반응,-1;快感の否定
素質,매력,1;魅力
素質,Ｖ감도,-1;Ｖ鈍感
素質,용모,1;容姿端麗
素質,연령,-1;十台
素質,가슴사이즈,-1;貧乳
素質,회복속도,1;回復早い
素質,외부자,1;外部者
素質,속성,2;어둠속성
素質,종족,4;전사족
;ABL
能力,새드끼,1;サドっ気
能力,신체능력,2;身体能力
能力,교양,1;教養
;EXP
;FLAG
フラグ,7,1;服装
フラグ,311,100;開始位置

CSTR,등장작품,Fate Grand Order

