番号,1766,
名前,트라미드 댄서
呼び名,트라미드 댄서,
;BASE
基礎,0,2000;체력
基礎,1,2100;기력
基礎,5,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족
;Talent
素質,0,1;처녀
素質,2,1;성별
素質,7,1;키스미경험
素質,13,1;프라이드高い
素質,20,1;自制心
素質,116,1;容姿端麗
素質,117,1;연령
素質,23,-1;性的興味;保守的
素質,30,1;정조観念
素質,33,-1;恥薄い
素質,50,1;習得早い
素質,51,1;器用な指
素質,54,1;猫혀
素質,61,-1;汚臭敏感
素質,100,1;体型
素質,121,0;가슴사이즈
素質,124,1;動物耳
素質,125,1;硬質体

素質,190,3;地
素質,191,12;원소정령족
;ABL
能力,0,1;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,0;친밀
能力,10,0;従順
能力,11,0;욕망
能力,12,0;기교
能力,13,0;봉사精神
能力,14,0;노출증
能力,15,0;마조っ気
能力,16,0;새드っ気
能力,17,0;레즈っ気
能力,40,0;清掃技能
能力,41,1;話術技能
能力,42,2;身体能力
能力,43,2;교양
能力,44,1;料理技能
;EXP
経験,22,10;자위経験
;FLAG
フラグ,7,124;服装
フラグ,311,100;開始位置(これは変えない)
