番号,1643,
名前,수월의 아듈라리아
呼び名,아듈라리아

;暫定。Ｖジャンプ(2022年8月号)の定期購読ＳＰペーパーで설정画が公開されているらしいが、所持しておらずネット上にも情報が落ちていなかったため参照できなかった。
;見た目が男の娘っぽい(邪推)ため、大部分はグレンタレットから引用した。邪推に過ぎないため女の子にしとくが。
;アデュラリアは氷の女王とも呼ばれる天然石であり、「女性の魅力を引き出す」力を持つという。その割には本人の가슴は平たいが。
;また勤勉さに報い、幸運を授ける。프라이드の高い石とされるが、イラストの印象からはそのような雰囲気はないため、その要素は取り入れない。

;BASE
基礎,0,1000;체력
基礎,1,1000;기력
基礎,5,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족

;Talent
素質,0,1;처녀
素質,2,1;성별
素質,7,1;키스미경험
素質,10,-1;臆病
素質,11,-1;素直
素質,12,-1;大人しい
素質,23,1;好奇心
素質,30,1;習得
素質,50,1;習得
素質,51,1;器用な指
素質,62,1;献身的
素質,70,1;快感に素直
素質,71,1;중독しやすい
素質,81,-1;両刀
素質,102,1;Ｖ감도
素質,104,1;Ｂ감도
素質,121,-2;가슴サイズ(絶壁)
素質,122,-1;太ももサイズ(細腿)
素質,117,-1;연령
素質,134,1;月光浴

素質,190,4;화염속성
素質,191,1;전사족

;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,1;친밀
能力,10,0;従順
能力,11,2;욕망
能力,12,1;기교
能力,13,0;봉사精神
能力,14,0;노출증
能力,15,0;마조っ気
能力,16,0;새드っ気
能力,17,2;레즈っ気
能力,40,0;清掃技能
能力,41,1;話術技能
能力,42,0;身体能力
能力,43,1;교양
能力,44,1;料理技能
;EXP
;FLAG
フラグ,7,251;服装
フラグ,311,100;開始位置(これは変えない)

