番号,1765,
名前,엑센트릭 데몬
呼び名,엑센트릭 데몬
;BASE
基礎,0,2200;体力
基礎,1,2000;気力
基礎,5,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足
;Talent
素質,2,1;성별
素質,10,1;배짱
素質,11,1;気丈
素質,13,1;プライド
素質,23,1;好奇心
素質,24,1;陽気
素質,30,-1;貞操無頓着
素質,31,1;解放
素質,33,-1;恥薄い
素質,41,1;濡れやすい
素質,52,1;혀使い
素質,86,1;小悪魔
素質,93,1;魅惑
素質,134,1;月光浴
素質,100,1;長身
素質,102,1;Ｖ感度
素質,117,0;연령
素質,121,-1;貧乳
素質,123,1;角
素質,127,2;悪魔羽
素質,142,1;尻尾

素質,190,1;光
素質,191,9;悪魔
;ABL
能力,0,1;C감각
能力,1,1;V감각
能力,2,0;A감각
能力,3,1;B감각
能力,9,0;친밀
能力,10,0;従順
能力,11,2;욕망
能力,12,1;기교
能力,13,0;奉仕精神
能力,14,0;露出壁
能力,15,0;마조っ気
能力,16,0;새드っ気
能力,17,0;레즈っ気
能力,40,0;清掃技能
能力,41,1;話術技能
能力,42,1;身体能力
能力,43,1;교양
能力,44,0;料理技能
;EXP
経験,22,20;자위経験

;FLAG
フラグ,7,128;服装
フラグ,311,100;開始位置(これは変えない)
