番号,1617,
名前,매지컬 컨덕터
呼び名,컨덕터,
;BASE
基礎,0,1700;체력
基礎,1,1400;기력
基礎,5,1500;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족
;Talent
素質,0,1;처녀
素質,2,1;성별
素質,7,1;키스미경험
素質,10,1;배짱
素質,11,-1;態度
素質,117,1;연령
素質,25,1;一線越えない
素質,40,-1;痛みに強い
素質,50,1;習得早い
素質,52,1;혀遣い
素質,62,1;헌신적
素質,70,1;快感応答
素質,100,0;体型
素質,104,-1;B감도
素質,121,1;가슴사이즈
素質,190,3;地
素質,191,1;마법使い
;ABL
能力,0,1;C감각
能力,1,1;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,0;친밀
能力,10,0;従順
能力,11,1;욕망
能力,12,0;기교
能力,13,0;봉사精神
能力,14,0;노출증
能力,15,0;마조っ気
能力,16,0;새드っ気
能力,17,0;레즈っ気
能力,40,0;清掃技能
能力,41,0;話術技能
能力,42,0;身体能力
能力,43,2;교양
能力,44,0;料理技能
;EXP
経験,22,15;자위経験
;FLAG
フラグ,7,102;服装
フラグ,311,100;開始位置(これは変えない)
